Aishe_Code,Name,State,District,Website,Year_Of_Establishment,Location,Slug
U-0044,"Vikram Simhapuri University, Nellore",Andhra Pradesh,Sri Potti Sriramulu Nellore,www.vsu.ac.in,2008,Rural,vsu
U-0961,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, MANGALAGIRI",Andhra Pradesh,Guntur,aiimsmangalagiri.edu.in,2018,Urban,aiimsmangalagiri
U-0045,"Yogi Vemana University, Kadapa",Andhra Pradesh,Y.S.R.,www.yogivemanauniversity.ac.in,2006,Rural,yogivemanauniversity
U-0863,"Indian Institute of Information Technology Design And Manufacturing, Kurnool",Andhra Pradesh,Kurnool,www.iiitk.ac.in,2015,Rural,iiitk
U-0039,"Sri Venkateswara Veterinary University, Tirupathi",Andhra Pradesh,Chittoor,www.svvu.edu.in,2005,Urban,svvu
U-1284,MOHAN BABU UNIVERSITY,Andhra Pradesh,Tirupati,www.mbu.asia,-,Rural,mbu
U-0760,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SRI CITY",Andhra Pradesh,Chittoor,www.iiits.ac.in,2013,Rural,iiits
U-1132,BHARTIYA ENGINEERING SCIENCE AND TECHNOLOGY INNOVATION UNIVERSITY,Andhra Pradesh,Ananthapuramu,www.bestiu.edu.in,2018,Rural,bestiu
U-1389,Annamacharya University,Andhra Pradesh,Annamayya,www.annamacharyauniversity.edu.in,-,Rural,annamacharyauniversity
U-1388,Aditya University,Andhra Pradesh,Kakinada,,-,Urban,adiuni
U-1177,Dr YSR Architecture and Fine Arts University,Andhra Pradesh,Y.S.R.,www.ysrafu.ac.in,2020,Rural,ysrafu
U-0944,INDIAN INSTITUTE OF PETROLEUM & ENERGY,Andhra Pradesh,Visakhapatnam,www.iipe.ac.in,2016,Urban,iipe
U-0945,Vellore Institute of Technology - Andhra Pradesh,Andhra Pradesh,Guntur,www.vitap.ac.in,2017,Rural,vitap
U-1111,KREA UNIVERSITY,Andhra Pradesh,Chittoor,krea.edu.in,2018,Rural,krea
U-0010,"Dravidian University, Kuppam, Chittoor District",Andhra Pradesh,Chittoor,www.dravidianuniversity.ac.in,1997,Rural,dravidianuniversity
U-0034,"Sri Padmavathi Mahila Visva Vidyalayam, Tirupathi",Andhra Pradesh,Chittoor,www.spmvv.ac.in,1983,Urban,spmvv
U-0008,"Dr. N.T.R. University of Health Sciences, Vijaywada",Andhra Pradesh,Krishna,ntruhs.ap.nic.in,1986,Urban,ntruhs
U-1310,The Apollo University,Andhra Pradesh,Chittoor,apollouniversity.edu.in,-,Urban,apollouniversity
U-0957,CENTURION UNIVERSITY OF TECHNOLOGY AND MANAGEMENT,Andhra Pradesh,Vizianagaram,www.cutmap.ac.in,2017,Rural,cutmap
U-0627,School of Planning & Architecture Vijaywada,Andhra Pradesh,Krishna,spav.ac.in,2008,Urban,spav
U-0976,CENTRAL UNIVERSITY OF ANDHRA PRADESH,Andhra Pradesh,Ananthapuramu,cuap.ac.in,2018,Rural,cuap
U-1007,INDIAN INSTITUTE OF MANAGEMENT VISAKHAPATNAM,Andhra Pradesh,Visakhapatnam,www.iimv.ac.in,2015,Urban,iimv
U-0009,"Dr.B.R.Ambedkar University, Etcherla",Andhra Pradesh,Srikakulam,www.brau.edu.in,1972,Rural,brau
U-0827,"Indian Institute of Science Education & Research (IISER), Tirupati",Andhra Pradesh,Chittoor,www.iisertirupati.ac.in,2015,Rural,iisertirupati
U-0998,DR. ABDUL HAQ URDU UNIVERSITY,Andhra Pradesh,Kurnool,www.ahuuk.ac.in ,2016,Urban,ahuuk
U-0006,"Andhra University, Visakhapatnam",Andhra Pradesh,Visakhapatnam,www.andhrauniversity.edu.in,1926,Urban,andhrauniversity
U-0003,"Acharya Nagarjuna University, Guntur",Andhra Pradesh,Guntur,www.anu.ac.in,1976,Rural,anu
U-0001,Dr Y S R Horticulture University,Andhra Pradesh,West Godavari,drysrhu.ap.gov.in,2007,Rural,drysrhu
U-1192,NATIONAL INSTITUTE OF DESIGN ANDHRA PRADESH,Andhra Pradesh,Guntur,www.nid.ac.in,2015,Rural,nid
U-1189,CLUSTER UNIVERSITY,Andhra Pradesh,Kurnool,www.cuklap.ac.in,2020,Urban,cuklap
U-0855,"NATIONAL INSTITUTE OF TECHNOLOGY, ANDHRA PRADESH",Andhra Pradesh,West Godavari,www.nitandhra.ac.in,2015,Urban,nitandhra
U-0030,"National Sanskrit University , Tirupati",Andhra Pradesh,Chittoor,nsktu.ac.in,1961,Urban,nsktu
U-1360,SIDDHARTHA ACADEMY OF HIGHER EDUCATION,Andhra Pradesh,Krishna,www.vrsiddhartha.ac.in,-,Rural,vrsiddhartha
U-0043,"Vignan's Foundation of Science, Technology & Research, Guntur",Andhra Pradesh,Guntur,www.vignan.ac.in,1997,Rural,vignan
U-0844,"Indian Institute of Technology, Tirupati",Andhra Pradesh,Chittoor,iittp.ac.in,2015,Rural,iittp
U-1223,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY GURAJADA VIZIANAGARAM,Andhra Pradesh,Vizianagaram,jntugv.edu.in,-,Urban,jntugv
U-1226,CENTRAL TRIBAL UNIVERSITY,Andhra Pradesh,Vizianagaram,www.ctuap.ac.in,2019,Rural,ctuap
U-0038,"Sri Venkateswara Vedic University, Tirpupathi",Andhra Pradesh,Chittoor,www.svvedicuniversity.ac.in,2006,Urban,svvedicuniversity
U-0037,"Sri Venkateswara University, Tirupathy",Andhra Pradesh,Chittoor,www.svuniversity.edu.in,1954,Urban,svuniversity
U-0004,"Acharya NG Ranga Agricultural University, Guntur",Andhra Pradesh,Guntur,www.angrau.ac.in,1964,Rural,angrau
U-1240,ANDHRA PRADESH FISHERIES UNIVERSITY,Andhra Pradesh,West Godavari,www.apfu.ap.gov.in,-,Rural,apfu
U-0632,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,Andhra Pradesh,Y.S.R.,www.rgukt.in,2008,Rural,rgukt
U-1391,Godavari Global University,Andhra Pradesh,East Godavari,www.ggu.edu.in,-,Rural,ggu
U-0035,Sri Sathya Sai Institute of Higher Learning,Andhra Pradesh,Sri Sathya Sai,www.sssihl.edu.in,1981,Urban,sssihl
U-1282,ANDHRA KESARI UNIVERSITY,Andhra Pradesh,Prakasam,akuprakasam.ac.in,-,Urban,akuprakasam
U-0036,"Sri Venkateswara Institute of Medical Sciences, Tirupathi",Andhra Pradesh,Chittoor,svimstpt.ap.nic.in,1993,Urban,svimstpt
U-0033,"Sri Krishnadevaraya University, Anantapur",Andhra Pradesh,Ananthapuramu,www.skuniversity.ac.in,1967,Rural,skuniversity
U-0031,"Rayalaseema, University Kurnool",Andhra Pradesh,Kurnool,www.ruk.ac.in,1977,Rural,ruk
U-0015,"Jawaharlal Nehru Technological University, Kakinada",Andhra Pradesh,Kakinada,www.jntuk.edu.in,2008,Urban,jntuk
U-0021,"Krishna University, Machhlipattanam",Andhra Pradesh,Krishna,www.kru.ac.in,2008,Rural,kru
U-0020,"Koneru Lakshmaiah Education Foundation,Guntur",Andhra Pradesh,Guntur,www.kluniversity.in,1980,Rural,kluniversity
U-0005,"Adikavi Nannaya University, Rajahmundry, East Godawari",Andhra Pradesh,East Godavari,www.aknu.edu.in,2006,Urban,aknu
U-0016,"Jawaharlal Nehru Technological University, Anantapur",Andhra Pradesh,Ananthapuramu,www.jntua.ac.in,2008,Rural,jntua
U-0934,"SRM University-AP, Amaravati",Andhra Pradesh,Guntur,www.srmap.edu.in,2017,Rural,srmap
U-0002,Damodaram Sanjivayya National Law University,Andhra Pradesh,Visakhapatnam,dsnlu.ac.in,2008,Urban,dsnlu
U-0011,"Gandhi Institute of Technology & Management (GITAM) University, Visakhapatnam",Andhra Pradesh,Visakhapatnam,www.gitam.edu,1980,Rural,gitam
U-0047,"Rajiv Gandhi University, Itanagar",Arunachal Pradesh,Papum Pare,www.rgu.ac.in,1984,Rural,rgu
U-1261,ARUNACHAL PRADESH UNIVERSITY,Arunachal Pradesh,East Siang,apupsg.ac.in,-,Urban,apupsg
U-0046,"North Eastern Regional Institute of Science & Technology, Papum Pare, Itanagar",Arunachal Pradesh,Papum Pare,www.nerist.ac.in,1983,Rural,nerist
U-0767,VENKATESHWARA OPEN UNIVERSITY,Arunachal Pradesh,Papum Pare,www.vou.ac.in,2012,Rural,vou
U-0712,APEX PROFESSIONAL UNIVERSITY,Arunachal Pradesh,East Siang,www.apexuniversity.edu.in,2012,Urban,apexuniversity
U-0740,ARUNACHAL UNIVERSITY OF STUDIES,Arunachal Pradesh,Lohit,www.arunachaluniversity.ac.in,2012,Rural,arunachaluniversity
U-0615,National Institute of Technology Arunachal Pradesh,Arunachal Pradesh,Papum Pare,www.nitap.ac.in,2010,Rural,nitap
U-1308,THE GLOBAL UNIVERSITY,Arunachal Pradesh,Papum Pare,www.tgu.ac.in,-,Urban,tgu
U-0719,"HIMALAYAN UNIVERSITY, ITANAGAR",Arunachal Pradesh,Papum Pare,www.himalayanuniversity.com,2013,Rural,himalayanuniversity
U-0947,Arunodaya University,Arunachal Pradesh,Papum Pare,www.arunodayauniversity.ac.in,2014,Urban,arunodayauniversity
U-0743,"INDIRA GANDHI TECHNOLOGICAL AND MEDICAL SCIENCES UNIVERSITY, ZIRO",Arunachal Pradesh,Lower Subansiri,www.igtamsu.ac.in,2012,Urban,igtamsu
U-0777,NORTH EAST FRONTIER TECHNICAL UNIVERSITY,Arunachal Pradesh,West Siang,www.neftu.edu.in,2014,Rural,neftu
U-0673,ASSAM SCIENCE AND TECHNOLOGY UNIVERSITY,Assam,Kamrup Metro,www.astu.ac.in,2010,Urban,astu
U-0056,"Tezpur University, Tezpur",Assam,Sonitpur,www.tezu.ernet.in,1994,Rural,tezu
U-0682,THE ASSAM KAZIRANGA UNIVERSITY,Assam,Jorhat,www.kzu.ac.in,2012,Rural,kzu
U-1147,Rabindranath Tagore University,Assam,Nagaon,rtuassam.ac.in,1964,Rural,rtuassam
U-0054,"Krishna Kanta Handiqui State Open University, Guwahati",Assam,Kamrup Metro,www.kkhsou.ac.in,2006,Urban,kkhsou
U-1107,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, GUWAHATI",Assam,Kamrup,aiimsguwahati.ac.in,2020,Rural,aiimsguwahati
U-0683,ASSAM DOWN TOWN UNIVERSITY,Assam,Kamrup Metro,www.adtu.in,2010,Rural,adtu
U-0055,"National Institute of Technology, Silchar",Assam,Cachar,www.nits.ac.in,1967,Rural,nits
U-0677,NATIONAL LAW UNIVERSITY AND JUDICIAL ACADEMY,Assam,Kamrup Metro,www.nluassam.ac.in,2009,Rural,nluassam
U-0052,"Gauhati University, Guwahati",Assam,Kamrup Metro,www.gauhati.ac.in,1948,Urban,gauhati
U-0051,"Dibrugarh University, Dibrugarh",Assam,Dibrugarh,dibru.ac.in,1965,Urban,dibru
U-0048,"Assam Agricultural University, Jorhat",Assam,Jorhat,www.aau.ac.in,1968,Rural,aau
U-0669,"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",Assam,Kamrup Metro,www.ssuhs.in,2009,Urban,ssuhs
U-1345,Auniati University,Assam,Jorhat,auniv.ac.in,-,Rural,auniv
U-0815,ASSAM WOMENS UNIVERSITY,Assam,Jorhat,www.awu.ac.in,2014,Rural,awu
U-0812,MAHAPURUSHA SRIMANTA SANKARADEVA VISWAVIDYALAYA,Assam,Nagaon,www.mssv.ac.in,2014,Rural,mssv
U-0980,KRISHNAGURU ADHYATMIK VISVAVIDYALAYA,Assam,Barpeta,www.kav.ac.in,2017,Rural,kav
U-0676,KUMAR BHASKAR VARMA SANSKRIT AND ANCIENT STUDIES UNIVERSITY,Assam,Nalbari,www.kbvsasun.ac.in,2011,Rural,kbvsasun
U-0674,BODOLAND UNIVERSITY,Assam,Kokrajhar,buniv.edu.in						,2009,Rural,buniv
U-0795,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, GUWAHATI",Assam,Kamrup Metro,www.iiitg.ac.in,2013,Urban,iiitg
U-0675,COTTON UNIVERSITY,Assam,Kamrup Metro,www.cottonuniversity.ac.in,1901,Urban,cottonuniversity
U-1316,NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH GUWAHATI,Assam,Kamrup,niperguwahati.ac.in,-,Rural,niperguwahati
U-1372,"Assam Skill University, Assam",Assam,Darrang,www.asu.ac.in,-,Urban,asu
U-1313,Pragjyotishpur University,Assam,Kamrup Metro,pju.edu.in,-,Rural,pju
U-1068,Madhabdev University,Assam,Lakhimpur,madhabdevuniversity.ac.in,2019,Rural,madhabdevuniversity
U-0049,"Assam Don Bosco University, Guwahati",Assam,Kamrup,www.dbuniversity.ac.in,2008,Urban,dbuniversity
U-1045,"NATIONAL INSTITUTE OF DESIGN, ASSAM",Assam,Jorhat,www.nidj.ac.in,2015,Rural,nidj
U-0050,"Assam University, Silchar",Assam,Cachar,www.aus.ac.in,1994,Rural,aus
U-1043,"BHATTADEV UNIVERSITY, BAJALI",Assam,Barpeta,www.bhattadevuniversity.ac.in,1955,Urban,bhattadevuniversity
U-1377,Sibsagar University,Assam,Sivasagar,www.sibsagaruniversity.ac.in,-,Urban,sibsagaruniversity
U-1194,MAJULI UNIVERSITY OF CULTURE,Assam,Majuli,muoc.ac.in,2018,Rural,muoc
U-0053,"Indian Institute of Technology, Guwahati",Assam,Kamrup,www.iitg.ac.in,1994,Urban,iitg
U-0894,"THE ASSAM ROYAL GLOBAL UNIVERSITY, Guwahati, District- Kamrup (Metro)",Assam,Kamrup Metro,www.rgu.ac,2009,Urban,rgu1
U-1247,BIRANGANA SATI SADHANI RAJYIK VISHWAVIDYALAYA,Assam,Golaghat,www.bssrv.ac.in,-,Rural,bssrv
U-1249,GIRIJANANDA CHOWDHURY UNIVERSITY,Assam,Kamrup,gcuniversity.ac.in,-,Rural,gcuniversity
U-1231,SRI SRI ANIRUDDHADEVA SPORTS UNIVERSITY,Assam,Dibrugarh,www.sasu.ac.in,2020,Rural,sasu
U-1067,"CENTRAL INSTITUTE OF TECHNOLOGY, KOKRAJHAR",Assam,Kokrajhar,www.cit.ac.in,2006,Rural,cit
U-1006,INDIAN INSTITUTE OF MANAGEMENT BODH GAYA,Bihar,Gaya,www.iimbg.ac.in,2015,Rural,iimbg
U-0919,K K University,Bihar,Nalanda,www.kkuniversity.ac.in,2017,Rural,kkuniversity
U-1041,SANDIP UNIVERSITY,Bihar,Madhubani,www.sandipuniversity.edu.insijoul,2017,Rural,sandipuniversity
U-0964,AMITY UNIVERSITY PATNA,Bihar,Patna,amity.eduBihar,2017,Urban,amity
U-0070,"Maulana Mazharul Haque Arabic & Persian University, Patna",Bihar,Patna,mmhapu.ac.in,1992,Urban,mmhapu
U-1066,GOPAL NARAYAN SINGH UNIVERSITY,Bihar,Rohtas,www.gnsu.ac.in,2018,Rural,gnsu
U-0058,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",Bihar,Muzaffarpur,brabu.net,1952,Urban,brabu
U-0686,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, PATNA",Bihar,Patna,www.aiimspatna.edu.in,2012,Rural,aiimspatna
U-0072,"National Institute of Technology, Patna",Bihar,Patna,www.nitp.ac.in,2004,Urban,nitp
U-0073,"Nava Nalanda Mahavihara, Nalanda",Bihar,Nalanda,www.nnm.ac.in,1951,Rural,nnm
U-0953,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY BHAGALPUR,Bihar,Bhagalpur,www.iiitbh.ac.in,2017,Rural,iiitbh
U-0975,MUNGER UNIVERSITY,Bihar,Munger,www.mungeruniversity.ac.in,2018,Urban,mungeruniversity
U-0990,AL-KARIM UNIVERSITY,Bihar,Katihar,www.alkarimuniversity.edu.in,2018,Urban,alkarimuniversity
U-1116,NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH HAJIPUR,Bihar,Vaishali,www.niperhajipur.ac.in,2007,Urban,niperhajipur
U-0076,"T.M. Bhagalpur University, Bhagalpur",Bihar,Bhagalpur,www.tmbuniv.ac.in,1960,Urban,tmbuniv
U-0835,"Mahatma Gandhi Central University, Motihari",Bihar,Purbi Champaran,www.mgcub.ac.in,2014,Urban,mgcub
U-0937,Dr. C.V. Raman University,Bihar,Vaishali,www.cvrubihar.ac.in,2018,Rural,cvrubihar
U-0062,Central University of South Bihar,Bihar,Gaya,www.cusb.ac.in,2009,Rural,cusb
U-1291,BIHAR ENGINEERING UNIVERSITY,Bihar,Patna,www.beu-biha.ac.in,-,Urban,beubiha
U-0075,"Dr Rajendra Prasad Central Agricultural University, Samastipur",Bihar,Samastipur,www.rpcau.ac.in,1970,Rural,rpcau
U-1401,Bihar Sports University,Bihar,Nalanda,,-,Rural,bihspouni
U-0074,"Patna University, Patna",Bihar,Patna,pup.ac.in,1917,Urban,pup
U-0057,"Aryabhatta Knoweledge University , Patna",Bihar,Patna,www.akubihar.ac.in,2010,Urban,akubihar
U-0077,"Veer Kunwar Singh University, Arrah",Bihar,Bhojpur,www.vksu.ac.in,1992,Urban,vksu
U-0059,"Bhupendra Narayan Mandal University, Madhepura",Bihar,Madhepura,www.bnmu.ac.in,1992,Urban,bnmu
U-1125,MATA GUJRI UNIVERSITY,Bihar,Kishanganj,www.matagujriuniversity.com,2018,Urban,matagujriuniversity
U-0060,"Bihar Agricultural University, Sabour",Bihar,Bhagalpur,www.bausabour.ac.in,2010,Rural,bausabour
U-0071,"Nalanda Open University, Patna",Bihar,Nalanda,www.nou.ac.in,1987,Rural,nou
U-0063,"Chanakya National Law University, Patna",Bihar,Patna,www.cnlu.ac.in,2006,Urban,cnlu
U-0064,"Indian Institute of Technology, Patna",Bihar,Patna,www.iitp.ac.in,2008,Rural,iitp
U-0065,"Indira Gandhi Institute of Medical Sciences, Patna",Bihar,Patna,www.igims.org,1984,Urban,igims
U-0066,"Jai Prakash Vishwavidyalaya, Chapra",Bihar,Saran,www.jpv.ac.in,1992,Rural,jpv
U-0067,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",Bihar,Darbhanga,ksdsu.bihar.gov.in,1960,Urban,ksdsu
U-0710,NALANDA UNIVERSITY,Bihar,Nalanda,www.nalandauniv.edu.in,2010,Rural,nalandauniv
U-0068,"Lalit Narayan Mithila University, Darbhanga",Bihar,Darbhanga,www.lnmu.ac.in,1972,Urban,lnmu
U-0997,BIHAR ANIMAL SCIENCES UNIVERSITY,Bihar,Patna,www.basu.org.in,2016,Urban,basu
U-0069,"Magadh University, Bodh Gaya",Bihar,Gaya,www.magadhuniversity.ac.in,1962,Urban,magadhuniversity
U-0999,"PURNEA UNIVERSITY, PURNIA",Bihar,Purnia,purneauniversity.ac.in,2018,Urban,purneauniversity
U-0974,"PATLIPUTRA UNIVERSITY, PATNA",Bihar,Patna,ppup.ac.in,2018,Urban,ppup
U-1321,Bihar University of Health Sciences,Bihar,Patna,buhs.ac.in,-,Urban,buhs
U-0079,Post Graduate Institute of Medical Sciences,Chandigarh,Chandigarh,pgimer.edu.in,1962,Urban,pgimer
U-0078,"Panjab University,Chandigarh",Chandigarh,Chandigarh,www.puchd.ac.in,1882,Urban,puchd
U-0080,"Punjab Engineering College , Chandigarh",Chandigarh,Chandigarh,www.pec.ac.in,1921,Urban,pec
U-1332,National Institute of Technical Teacher Training & Research Chandigarh,Chandigarh,Chandigarh,www.nitttrchd.ac.in,-,Urban,nitttrchd
U-1160,SHAHEED NANDKUMAR PATEL VISHWAVIDYALAYA,Chhattisgarh,Raigarh,snpv.ac.in,2020,Urban,snpv
U-0711,"KALINGA UNIVERSITY, RAIPUR",Chhattisgarh,Raipur,kalingauniversity.ac.in,2011,Urban,kalingauniversity
U-0832,OP JINDAL UNIVERSITY,Chhattisgarh,Raigarh,www.opju.ac.in,2014,Rural,opju
U-0084,"Dr. C. V. Raman University, Kota Bilaspur",Chhattisgarh,Bilaspur,www.cvru.ac.in,2006,Rural,cvru
U-1264,Anjaneya University,Chhattisgarh,Raipur,anjaneyauniversity.ac.in,-,Rural,anjaneyauniversity
U-0633,ITM UNIVERSITY,Chhattisgarh,Raipur,www.itmuniversity.org,2012,Urban,itmuniversity
U-0690,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RAIPUR",Chhattisgarh,Raipur,www.aiimsraipur.edu.in,2012,Urban,aiimsraipur
U-1292,"MAHATMA GANDHI UDHYANIKEE EVAM VANIKEE VISHWAVIDYALAYA, DURG, C.G",Chhattisgarh,Durg,www.mguvv.ac.in,-,Rural,mguvv
U-0981,SHRI RAWATPURA  SARKAR UNIVERSITY,Chhattisgarh,Raipur,www.sruraipur.ac.in,2018,Rural,sruraipur
U-0094,"Pt. Sundarlal Sharma (Open) University, Bilaspur",Chhattisgarh,Bilaspur,pssou.ac.in,2005,Urban,pssou
U-0085,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Chhattisgarh,Bilaspur,www.new.ggu.ac.in,1983,Rural,new
U-0088,"Indira Kala Sangit Vishwavidyalaya, Khairagarh",Chhattisgarh,Rajnandgaon,www.iksv.ac.in,1956,Urban,iksv
U-1185,BHARTI VISHWAVIDYALAYA,Chhattisgarh,Durg,www.bhartiuniversity.org,2021,Rural,bhartiuniversity
U-0093,"Pt. Ravishankar Shukla University, Raipur",Chhattisgarh,Raipur,www.prsu.ac.in,1964,Urban,prsu
U-0092,"National Institute of Technology, Raipur",Chhattisgarh,Raipur,nitrr.ac.in,1956,Urban,nitrr
U-1017,INDIAN INSTITUTE OF MANAGEMENT RAIPUR,Chhattisgarh,Raipur,www.iimraipur.ac.in,2010,Rural,iimraipur
U-0946,Indian Institute of Technology Bhilai,Chhattisgarh,Raipur,www.iitbhilai.ac.in,2016,Rural,iitbhilai
U-0087,"Indira Gandhi Krishi Vishwavidyalaya, Raipur",Chhattisgarh,Raipur,igkv.ac.in,1987,Urban,igkv
U-0091,"MATS University, Raipur",Chhattisgarh,Raipur,www.matsuniversity.ac.in,2003,Rural,matsuniversity
U-1122,K K MODI UNIVERSITY,Chhattisgarh,Durg,www.kkmu.edu.in,2018,Rural,kkmu
U-1103,MAHARISHI UNIVERSITY OF MANAGEMENT AND TECHNOLOGY,Chhattisgarh,Bilaspur,www.mumt.org,2018,Rural,mumt
U-0082,"Shaheed Mahendra Karma Vishwavidyalaya, Jagdalpur",Chhattisgarh,Bastar,www.bvvjdp.ac.in,2008,Urban,bvvjdp
U-0089,"Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya, Raipur",Chhattisgarh,Raipur,www.ktujm.ac.in,2005,Urban,ktujm
U-0083,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Chhattisgarh,Durg,csvtu.ac.in,2005,Urban,csvtu
U-1142,SHRI SHANKARACHARYA PROFESSIONAL UNIVERSITY,Chhattisgarh,Durg,www.shrishankaracharyauniversity.com,2020,Urban,shrishankaracharyauniversity
U-0086,"Hidayatullah National Law University, Raipur",Chhattisgarh,Raipur,www.hnlu.ac.in,2003,Rural,hnlu
U-0634,DAU SHRI VASUDEV CHANDRAKAR KAMDHENU,Chhattisgarh,Durg,www.dsvckvdurg.ac.in,2012,Urban,dsvckvdurg
U-0831,HEMCHAND YADAV VISHWAVIDYALAYA,Chhattisgarh,Durg,www.durguniversity.ac.in,2015,Urban,durguniversity
U-0635,ICFAI UNIVERSITY,Chhattisgarh,Durg,www.iuraipur.edu.in,2011,Urban,iuraipur
U-0757,"AMITY UNIVERSITY, CHHATTISGARH",Chhattisgarh,Raipur,www.amity.eduraipur,2014,Rural,amity1
U-0970,DR. SHYAMA PRASAD MUKHERJEE INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY - NAYA RAIPUR,Chhattisgarh,Raipur,www.iiitnr.ac.in,2014,Rural,iiitnr
U-0081,Pt. Deendayal Upadhyay Memorial Health Sciences and Ayush University of Chhattisgarh,Chhattisgarh,Raipur,www.ddumhsaucg.ac.in,2008,Urban,ddumhsaucg
U-0895,ISBM University,Chhattisgarh,Gariyaband,www.isbmuniversity.edu.in,2016,Rural,isbmuniversity
U-1159,AAFT UNIVERSITY,Chhattisgarh,Raipur,aaft.edu.in,2018,Rural,aaft
U-0095,"Sant Gahira Guru Vishwavidyalaya, Sarguja, Ambikapur, Chattisgarh",Chhattisgarh,Surguja,www.sggcg.in,2008,Urban,sggcg
U-1353,Shri Davara University,Chhattisgarh,Raipur,www.sdu.ac.in,-,Urban,sdu
U-0636,ATAL BIHARI VAJPAYEE VISHWAVIDYALAYA,Chhattisgarh,Bilaspur,www.bilaspuruniversity.ac.in,2012,Rural,bilaspuruniversity
U-0100,"Indian Institute of Technology, Delhi",Delhi,South,www.iitd.ac.in,1961,Urban,iitd
U-0104,Indira Gandhi National Open University,Delhi,South,www.ignou.ac.in,1985,Urban,ignou
U-0111,"National Law University, Delhi",Delhi,South West,www.nludelhi.ac.in,2008,Urban,nludelhi
U-0097,Dr. B. R. Ambedkar University Delhi,Delhi,North,www.aud.ac.in,2008,Urban,aud
U-0118,"South Asian University, New Delhi",Delhi,South,www.sau.int,2010,Urban,sau
U-0685,INDIRA GANDHI DELHI TECHNICAL UNIVERSITY FOR WOMEN,Delhi,Central,www.igdtuw.ac.in,2013,Urban,igdtuw
U-0119,"TERI School of Advanced Studies, New Delhi",Delhi,New Delhi,www.terisas.ac.in,1998,Urban,terisas
U-0115,Central Sanskrit University,Delhi,West,www.sanskrit.nic.in,1970,Urban,sanskrit
U-0105,"Indraprastha Institute of Information Technology, Delhi",Delhi,South,www.iiitd.ac.in,2008,Urban,iiitd
U-0096,"All India Institute of Medical Sciences, New Delhi",Delhi,South,aiims.edu,1956,Urban,aiims
U-0109,Jawaharlal Nehru University,Delhi,South,www.jnu.ac.in,1969,Urban,jnu
U-0110,"National Institute of Fashion Technology, Hauz Khas",Delhi,South,www.nift.ac.in,1986,Urban,nift
U-0112,National Museum Institute of History of Art Conservation and Museology,Delhi,New Delhi,www.nmi.gov.in,1989,Urban,nmi
U-0120,University of Delhi,Delhi,North,www.du.ac.in,1922,Urban,du
U-0103,"Indian Law Institute, Bhagwandas Road, New Delhi",Delhi,New Delhi,www.ili.ac.in,1956,Urban,ili
U-0107,Jamia Hamdard,Delhi,South,www.jamiahamdard.edu,1906,Urban,jamiahamdard
U-0106,"Institute of Liver and Bilary Sciences, New Delhi",Delhi,South,www.ilbs.in,2002,Urban,ilbs
U-0102,"Indian Institute of Foreign Trade, Delhi",Delhi,New Delhi,www.iift.edu,1963,Urban,iift
U-0108,Jamia Millia Islamia University,Delhi,South East,jmi.ac.in,1920,Urban,jmi
U-0117,Shri Lal Bahadur Shastri National Sanskrit University,Delhi,South,www.slbsrsv.ac.in,1962,Urban,slbsrsv
U-1312,Delhi Teachers University,Delhi,North West,delhiteachersuniversity.edu.in,-,Urban,delhiteachersuniversity
U-1056,NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY,Delhi,South West,www.nsut.ac.in,1983,Urban,nsut
U-0099,Guru Gobind Singh Indraprastha University,Delhi,West,www.ipu.ac.in,1998,Urban,ipu
U-0098,Delhi Technological University,Delhi,North West,www.dtu.ac.in,1941,Urban,dtu
U-0114,National Institute of Educational Planning & Administration,Delhi,South,www.niepa.ac.in,1962,Urban,niepa
U-0101,Indian Agricultural Research Institute (KRISHI PUSHA) New Delhi.,Delhi,New Delhi,www.iari.res.in,1905,Urban,iari
U-1340,"INDIAN INSTITUTE OF MASS COMMUNICATION, NEW DELHI",Delhi,New Delhi,,-,,indinsof
U-1187,National Forensic Sciences University,Delhi,North West,nfsu.ac.in,1972,Urban,nfsu
U-0622,National Institute of Technology Delhi,Delhi,North West,www.nitdelhi.ac.in,2010,Urban,nitdelhi
